2017-11-17 14:30:28.260908	+021.7C
2017-11-17 14:30:38.164862	+021.7C
2017-11-17 14:30:48.069844	+021.7C
2017-11-17 14:30:57.974867	+021.7C
2017-11-17 14:31:07.878870	+021.7C
2017-11-17 14:31:17.786292	+021.7C
2017-11-17 14:31:27.688885	+021.7C
2017-11-17 14:31:37.593062	+021.7C
2017-11-17 14:31:47.498089	+021.6C
2017-11-17 14:31:57.402905	+021.7C
2017-11-17 14:32:07.307907	+021.6C
2017-11-17 14:32:17.211848	+021.6C
2017-11-17 14:32:27.117904	+021.6C
2017-11-17 14:32:37.021895	+021.6C
2017-11-17 14:32:46.926852	+021.6C
2017-11-17 14:32:56.831888	+021.7C
2017-11-17 14:33:06.735933	+021.7C
2017-11-17 14:33:16.640783	+021.6C
2017-11-17 14:33:26.545866	+021.6C
2017-11-17 14:33:36.449795	+021.6C
2017-11-17 14:33:46.353788	+021.6C
2017-11-17 14:33:56.258908	+021.6C
2017-11-17 14:34:06.162970	+021.6C
2017-11-17 14:34:16.067861	+021.6C
2017-11-17 14:34:25.971856	+021.6C
2017-11-17 14:34:35.876079	+021.6C
2017-11-17 14:34:45.780869	+021.6C
2017-11-17 14:34:55.685867	+021.6C
2017-11-17 14:35:05.589859	+021.6C
2017-11-17 14:35:15.494903	+021.6C
2017-11-17 14:35:25.398883	+021.6C
2017-11-17 14:35:35.302775	+021.6C
2017-11-17 14:35:45.207906	+021.6C
2017-11-17 14:35:55.111916	+021.6C
2017-11-17 14:36:05.015865	+021.6C
2017-11-17 14:36:14.919839	+021.6C
2017-11-17 14:36:24.823777	+021.6C
2017-11-17 14:36:34.728839	+021.6C
2017-11-17 14:36:44.633819	+021.6C
2017-11-17 14:36:54.538020	+021.6C
2017-11-17 14:37:04.442855	+021.7C
2017-11-17 14:37:14.346779	+021.6C
2017-11-17 14:37:24.251908	+021.6C
2017-11-17 14:37:34.155902	+021.6C
2017-11-17 14:37:44.059839	+021.6C
2017-11-17 14:37:53.963785	+021.6C
2017-11-17 14:38:03.868905	+021.6C
2017-11-17 14:38:13.772795	+021.6C
2017-11-17 14:38:23.677909	+021.6C
2017-11-17 14:38:33.581796	+021.6C
2017-11-17 14:38:43.486793	+021.6C
2017-11-17 14:38:53.391104	+021.6C
2017-11-17 14:39:03.295794	+021.7C
2017-11-17 14:39:13.200833	+021.7C
2017-11-17 14:39:23.105905	+021.7C
2017-11-17 14:39:33.009790	+021.7C
2017-11-17 14:39:42.914026	+021.7C
2017-11-17 14:39:52.818790	+021.7C
2017-11-17 14:40:02.723860	+021.7C
2017-11-17 14:40:12.628382	+021.6C
2017-11-17 14:40:22.533070	+021.7C
2017-11-17 14:40:32.437862	+021.7C
2017-11-17 14:40:42.343284	+021.6C
2017-11-17 14:40:52.246823	+021.6C
2017-11-17 14:41:02.151760	+021.6C
2017-11-17 14:41:12.056753	+021.6C
2017-11-17 14:41:21.961906	+021.6C
2017-11-17 14:41:31.865776	+021.6C
2017-11-17 14:41:41.770743	+021.6C
2017-11-17 14:41:51.675793	+021.6C
2017-11-17 14:42:01.580839	+021.6C
2017-11-17 14:42:11.485860	+021.6C
2017-11-17 14:42:21.390862	+021.7C
2017-11-17 14:42:31.295974	+021.6C
2017-11-17 14:42:41.200865	+021.6C
2017-11-17 14:42:51.105862	+021.7C
2017-11-17 14:43:01.010869	+021.6C
2017-11-17 14:43:10.916908	+021.6C
2017-11-17 14:43:20.821918	+021.6C
2017-11-17 14:43:30.725861	+021.6C
2017-11-17 14:43:40.630774	+021.6C
2017-11-17 14:43:50.535868	+021.6C
2017-11-17 14:44:00.440860	+021.6C
2017-11-17 14:44:10.345794	+021.6C
2017-11-17 14:44:20.250887	+021.6C
2017-11-17 14:44:30.156906	+021.6C
2017-11-17 14:44:40.061921	+021.6C
2017-11-17 14:44:49.966060	+021.6C
2017-11-17 14:44:59.871916	+021.6C
2017-11-17 14:45:09.776009	+021.6C
2017-11-17 14:45:19.680860	+021.6C
2017-11-17 14:45:29.585908	+021.6C
2017-11-17 14:45:39.489870	+021.6C
2017-11-17 14:45:49.394745	+021.6C
2017-11-17 14:45:59.299124	+021.6C
2017-11-17 14:46:09.204910	+021.6C
2017-11-17 14:46:19.109820	+021.6C
2017-11-17 14:46:29.014905	+021.6C
2017-11-17 14:46:38.919907	+021.6C
2017-11-17 14:46:48.824903	+021.6C
2017-11-17 14:46:58.729020	+021.6C
2017-11-17 14:47:08.634907	+021.6C
2017-11-17 14:47:18.539906	+021.6C
2017-11-17 14:47:28.444935	+021.6C
2017-11-17 14:47:38.349908	+021.6C
2017-11-17 14:47:48.254905	+021.6C
2017-11-17 14:47:58.159823	+021.6C
2017-11-17 14:48:08.064904	+021.6C
2017-11-17 14:48:17.969908	+021.6C
2017-11-17 14:48:27.873847	+021.6C
2017-11-17 14:48:37.778802	+021.6C
2017-11-17 14:48:47.683881	+021.6C
2017-11-17 14:48:57.588864	+021.6C
2017-11-17 14:49:07.494045	+021.6C
2017-11-17 14:49:17.399900	+021.6C
2017-11-17 14:49:27.304925	+021.6C
2017-11-17 14:49:37.209944	+021.6C
2017-11-17 14:49:47.113865	+021.6C
2017-11-17 14:49:57.018868	+021.6C
2017-11-17 14:50:06.923798	+021.6C
2017-11-17 14:50:16.828753	+021.6C
2017-11-17 14:50:26.733851	+021.6C
2017-11-17 14:50:36.638914	+021.6C
2017-11-17 14:50:46.543962	+021.6C
2017-11-17 14:50:56.448961	+021.6C
2017-11-17 14:51:06.353920	+021.6C
2017-11-17 14:51:16.258883	+021.6C
2017-11-17 14:51:26.163884	+021.6C
2017-11-17 14:51:36.068879	+021.6C
2017-11-17 14:51:45.974926	+021.6C
2017-11-17 14:51:55.879875	+021.6C
2017-11-17 14:52:05.784884	+021.6C
2017-11-17 14:52:15.690969	+021.6C
